fecha,cnae_cod,cnae_nombre,afiliados_medios_reg_general,afiliados_medios_autonomos,afiliados_medios_total
2020-08-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,90086.19,28515,118601.19
2020-08-01,71,Servicios técnicos de arquitectura e ingeniería,191991.57,61229.67,253221.24
2020-08-01,72,Investigación y desarrollo,77837.19,12674.19,90511.38
2020-08-01,73,Publicidad y estudios de mercado,76371.62,31054,107425.62
2020-08-01,74,"Otras actividades profesionales, científicas y técnicas",71339.29,61105.76,132445.05
2020-08-01,75,Actividades veterinarias,16572.19,10709.67,27281.86
2020-08-01,77,Actividades de alquiler,67876.57,23036.33,90912.90000000001
2020-08-01,78,Actividades relacionadas con el empleo,169131.67,2090.67,171222.34000000003
2020-08-01,79,"Actividades de agencias de viajes, operadores turis.",42422.52,16770.24,59192.759999999995
2020-08-01,80,Actividades de seguridad e investigación,136954.57,2277.1,139231.67
2020-08-01,81,Servicios a edificios y actividades de jardinería,572403.52,50602.33,623005.85
2020-08-01,82,Actividades administrativas de oficina y activ. Aux. empresas,282152.24,37218.95,319371.19
2020-08-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1110159.48,1127.95,1111287.43
2020-08-01,85,Educación,774743.33,88702.48,863445.8099999999
2020-08-01,86,Actividades sanitarias,1086286.81,109374.1,1195660.9100000001
2020-08-01,87,Asistencia en establecimientos residenciales,294800.33,2348.43,297148.76
2020-08-01,88,Actividades de servicios sociales sin alojamiento,312924.75,4978.24,317902.99
2020-08-01,90,"Actividades de creación, artísticas y espectáculos",21967.9,32559.05,54526.95
2020-08-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14622.33,1458,16080.33
2020-08-01,92,Actividades de juegos de azar y apuestas,30694,6119.38,36813.38
2020-08-01,93,"Actividades deportivas, recreativas y de entretenimiento",161455.57,30787.62,192243.19
2020-08-01,94,Actividades asociativas,116486.62,12734.43,129221.04999999999
2020-08-01,95,"Reparación de ordenadores, efectos personales y uso dom.",25421.14,38713.67,64134.81
2020-08-01,96,Otros servicios personales,164607.38,158201.95,322809.33
2020-08-01,97,Actividades de los hogares como empleado,46018.38,358.81,46377.189999999995
2020-08-01,98,Actividades de los hogares como productores de bienes,0.48,2,2.48
2020-08-01,99,Actividades de organizaciones y organ. Extraterritoriales,3364,243.33,3607.33
2020-09-01,01,"Agricultura, ganadería, caza y servicios",52276.14,259373.59,311649.73
2020-09-01,02,Silvicultura y explotación forestal,24972.36,5442,30414.36
2020-09-01,03,Pesca y acuicultura,1659.23,1193.14,2852.37
2020-09-01,05,"Extracción de antracita, hulla y lignito",48,89.32,137.32
2020-09-01,06,Extracción de crudo de petróleo y gas natural,156.45,7,163.45
2020-09-01,07,Extracción de minerales metálicos,3221.86,40.05,3261.9100000000003
2020-09-01,08,Otras industrias extractivas,14213.55,1390.36,15603.91
2020-09-01,09,Actividades de apoyo a las industrias extractivas,1098.55,107.5,1206.05
2020-09-01,10,Industria de la alimentación,360067.5,30736.91,390804.41
2020-09-01,11,Fabricación de bebidas,47529.23,3244.55,50773.780000000006
2020-09-01,12,Industria del tabaco,1420.95,31.27,1452.22
2020-09-01,13,Industria textil,40002.5,6012.86,46015.36
2020-09-01,14,Confección de prendas de vestir,32858.55,12164.91,45023.46000000001
2020-09-01,15,Industria del cuero y del calzado,29300.14,4729.18,34029.32
2020-09-01,16,"Industria de la madera y del corcho, excepto muebles",45754.73,13716.32,59471.05
2020-09-01,17,Industria del papel,41305.41,1370.68,42676.090000000004
2020-09-01,18,Artes gráficas y reproducción de soportes grabados,53997.64,16022,70019.64
2020-09-01,19,Coquerías y refino de petróleo,8313,23.86,8336.86
2020-09-01,20,Industria química,95698.14,3044.5,98742.64
2020-09-01,21,Fabricación de productos farmacéuticos,54007.73,150,54157.73
2020-09-01,22,Fabricación de productos de caucho y plásticos,87282.14,4861.27,92143.41
2020-09-01,23,Fabricación de otros productos minerales,88359.09,8658.59,97017.68
2020-09-01,24,"Metalurgia; fabricación de productos de hierro, acero",68448.68,6296.86,74745.54
2020-09-01,25,"Fabricación de productos metálicos, excepto maquina.",217870.5,36482.73,254353.23
2020-09-01,26,"Fabricación de productos informáticos, electró. ópticos",26816.64,2288.55,29105.19
2020-09-01,27,Fabricación de material y equipo eléctrico,43212,2768.59,45980.59
2020-09-01,28,Fabricación de maquinaria y equipo n.c.o.p.,111826.32,12183.55,124009.87000000001
2020-09-01,29,"Fabricación de vehículos de motor, remolques",156534.95,2572.32,159107.27000000002
2020-09-01,30,Fabricación de otro material de transporte,54313.36,1414.14,55727.5
2020-09-01,31,Fabricación de muebles,49792.95,13089.27,62882.22
2020-09-01,32,Otras industrias manufactureras,28385.45,8569.45,36954.9
2020-09-01,33,Reparación e instalación de maquinaria y equipo,78005.55,20909.86,98915.41
2020-09-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",34019.55,1688.77,35708.32
2020-09-01,36,"Captación, depuración y distribución de agua",43984.41,380.68,44365.090000000004
2020-09-01,37,Recogida y tratamiento de aguas residuales,5440.73,327.18,5767.91
2020-09-01,38,"Recogida, tratamiento y eliminación de residuos",99247.64,1526.73,100774.37
2020-09-01,39,Actividades de descontaminación y otros,1920.86,186.91,2107.77
2020-09-01,41,Construcción de edificios,336236.73,122515.68,458752.41
2020-09-01,42,Ingeniería civil,46664,7319.68,53983.68
2020-09-01,43,Actividades de construcción especializada,478745.82,259603.09,738348.91
2020-09-01,45,Venta y reparación de vehículos de motor,244495.82,89004.64,333500.46
2020-09-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",780420.32,175779.59,956199.9099999999
2020-09-01,47,"Comercio al por menor, excepto de vehículos motor",1356873.27,504735.86,1861609.13
2020-09-01,49,Transporte terrestre y por tubería,403656.82,185531.68,589188.5
2020-09-01,50,Transporte marítimo y por vías navegable,841.59,365.64,1207.23
2020-09-01,51,Transporte aéreo,36834.5,360.36,37194.86
2020-09-01,52,Almacenamiento y actividades anexas al transporte,194566.41,8136.59,202703
2020-09-01,53,Actividades postales y de correos,79508.5,15131.68,94640.18
2020-09-01,55,Servicios de alojamiento,279489.68,21142.18,300631.86
2020-09-01,56,Servicios de comidas y bebidas,919069.36,304844.95,1223914.31
2020-09-01,58,Edición,40329.18,7986.82,48316
2020-09-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",34947.23,10249.18,45196.41
2020-09-01,60,Actividades de programación y emisión de radio y telev.,24159.05,1002.91,25161.96
2020-09-01,61,Telecomunicaciones,70592.55,5518.86,76111.41
2020-09-01,62,"Programación, consultoría y otras activ. ,  Informáticas",307792.09,34042.59,341834.68000000005
2020-09-01,63,Servicios de información,26946.55,7636.91,34583.46
2020-09-01,64,"Servicios financieros, excepto seguros y fondos pens.",201834.32,4979.09,206813.41
2020-09-01,65,"Seguros, reaseguros y fondos de pensiones",57193.77,3241.14,60434.909999999996
2020-09-01,66,Actividades auxiliares a los servicios financieros y segur.,60353.68,50985.09,111338.76999999999
2020-09-01,68,Actividades inmobiliarias,95233.5,48521.14,143754.64
2020-09-01,69,Actividades jurídicas y de contabilidad,219828.23,83751.82,303580.05000000005
2020-09-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,91299.18,28673.59,119972.76999999999
2020-09-01,71,Servicios técnicos de arquitectura e ingeniería,192331.14,61446.09,253777.23
2020-09-01,72,Investigación y desarrollo,78710.68,12886.18,91596.85999999999
2020-09-01,73,Publicidad y estudios de mercado,78149.23,31360.55,109509.78
2020-09-01,74,"Otras actividades profesionales, científicas y técnicas",71562,61510.18,133072.18
2020-09-01,75,Actividades veterinarias,16598.68,10723.68,27322.36
2020-09-01,77,Actividades de alquiler,66712.86,22788.73,89501.59
2020-09-01,78,Actividades relacionadas con el empleo,190932.18,2105.86,193038.03999999998
2020-09-01,79,"Actividades de agencias de viajes, operadores turis.",41517.64,16638.68,58156.32
2020-09-01,80,Actividades de seguridad e investigación,135382.64,2289.27,137671.91
2020-09-01,81,Servicios a edificios y actividades de jardinería,589411,50641.5,640052.5
2020-09-01,82,Actividades administrativas de oficina y activ. Aux. empresas,286990.05,37467.95,324458
2020-09-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1108205.18,1143.18,1109348.3599999999
2020-09-01,85,Educación,830171.55,89750.32,919921.8700000001
2020-09-01,86,Actividades sanitarias,1085130.05,110152.77,1195282.82
2020-09-01,87,Asistencia en establecimientos residenciales,290493.41,2359.64,292853.05
2020-09-01,88,Actividades de servicios sociales sin alojamiento,316409.36,5039.91,321449.26999999996
2020-09-01,90,"Actividades de creación, artísticas y espectáculos",22719.73,32564.5,55284.229999999996
2020-09-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14466.68,1459.5,15926.18
2020-09-01,92,Actividades de juegos de azar y apuestas,30498,6125.05,36623.05
2020-09-01,93,"Actividades deportivas, recreativas y de entretenimiento",154827.77,30454.59,185282.36
2020-09-01,94,Actividades asociativas,118840.09,12638.95,131479.04
2020-09-01,95,"Reparación de ordenadores, efectos personales y uso dom.",25373.77,38615.82,63989.59
2020-09-01,96,Otros servicios personales,163163.82,158635.32,321799.14
2020-09-01,97,Actividades de los hogares como empleado,43005.55,356.91,43362.46000000001
2020-09-01,98,Actividades de los hogares como productores de bienes,0,0.95,0.95
2020-09-01,99,Actividades de organizaciones y organ. Extraterritoriales,3345.18,240.27,3585.45
2020-10-01,01,"Agricultura, ganadería, caza y servicios",51758.95,259206.67,310965.62
2020-10-01,02,Silvicultura y explotación forestal,23041.43,5454.48,28495.91
2020-10-01,03,Pesca y acuicultura,1654.67,1185.95,2840.62
2020-10-01,05,"Extracción de antracita, hulla y lignito",48,90.43,138.43
2020-10-01,06,Extracción de crudo de petróleo y gas natural,156.67,8.38,165.04999999999998
2020-10-01,07,Extracción de minerales metálicos,3212.52,40.05,3252.57
2020-10-01,08,Otras industrias extractivas,14199.9,1412.33,15612.23
2020-10-01,09,Actividades de apoyo a las industrias extractivas,1104.29,112.76,1217.05
2020-10-01,10,Industria de la alimentación,360346.1,30401.67,390747.76999999996
2020-10-01,11,Fabricación de bebidas,46136.43,3243.29,49379.72
2020-10-01,12,Industria del tabaco,1463.71,31.1,1494.81
2020-10-01,13,Industria textil,40469.05,6028.29,46497.340000000004
2020-10-01,14,Confección de prendas de vestir,33068.29,12241.52,45309.81
2020-10-01,15,Industria del cuero y del calzado,29638.1,4696.05,34334.15
2020-10-01,16,"Industria de la madera y del corcho, excepto muebles",46649,13678.43,60327.43
2020-10-01,17,Industria del papel,41367.24,1373.52,42740.759999999995
2020-10-01,18,Artes gráficas y reproducción de soportes grabados,53915.29,16087.95,70003.24
2020-10-01,19,Coquerías y refino de petróleo,8265.29,24,8289.29
2020-10-01,20,Industria química,95999.95,3050.52,99050.47
2020-10-01,21,Fabricación de productos farmacéuticos,54169.29,150.29,54319.58
2020-10-01,22,Fabricación de productos de caucho y plásticos,87698.14,4854.86,92553
2020-10-01,23,Fabricación de otros productos minerales,88876.19,8657.76,97533.95
2020-10-01,24,"Metalurgia; fabricación de productos de hierro, acero",68748,6278.9,75026.9
2020-10-01,25,"Fabricación de productos metálicos, excepto maquina.",218859.29,36510.33,255369.62
2020-10-01,26,"Fabricación de productos informáticos, electró. ópticos",27000.19,2285.71,29285.899999999998
2020-10-01,27,Fabricación de material y equipo eléctrico,43606.9,2763.38,46370.28
2020-10-01,28,Fabricación de maquinaria y equipo n.c.o.p.,111840.48,12183.57,124024.04999999999
2020-10-01,29,"Fabricación de vehículos de motor, remolques",157756.95,2566.81,160323.76
2020-10-01,30,Fabricación de otro material de transporte,54255.62,1411.86,55667.48
2020-10-01,31,Fabricación de muebles,50628.48,13102,63730.48
2020-10-01,32,Otras industrias manufactureras,28619.48,8622.1,37241.58
2020-10-01,33,Reparación e instalación de maquinaria y equipo,78551.38,20914.14,99465.52
2020-10-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",34492.14,1689.24,36181.38
2020-10-01,36,"Captación, depuración y distribución de agua",43582.81,381.38,43964.189999999995
2020-10-01,37,Recogida y tratamiento de aguas residuales,5338.52,326.05,5664.570000000001
2020-10-01,38,"Recogida, tratamiento y eliminación de residuos",95448.95,1533.33,96982.28
2020-10-01,39,Actividades de descontaminación y otros,1940.29,187.24,2127.5299999999997
2020-10-01,41,Construcción de edificios,341579.81,123033.48,464613.29
2020-10-01,42,Ingeniería civil,47003.57,7280.81,54284.38
2020-10-01,43,Actividades de construcción especializada,483551.57,260078.33,743629.9
2020-10-01,45,Venta y reparación de vehículos de motor,244578.1,89122,333700.1
2020-10-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",799431.67,176177.24,975608.91
2020-10-01,47,"Comercio al por menor, excepto de vehículos motor",1342939,502827.33,1845766.33
2020-10-01,49,Transporte terrestre y por tubería,406804.38,185941.9,592746.28
2020-10-01,50,Transporte marítimo y por vías navegable,803.43,350.67,1154.1
2020-10-01,51,Transporte aéreo,36307.95,345,36652.95
2020-10-01,52,Almacenamiento y actividades anexas al transporte,194338.52,8183.48,202522
2020-10-01,53,Actividades postales y de correos,78368.9,15738.81,94107.70999999999
2020-10-01,55,Servicios de alojamiento,222801.1,20624.48,243425.58000000002
2020-10-01,56,Servicios de comidas y bebidas,890681.33,300389.24,1191070.5699999998
2020-10-01,58,Edición,40376.14,8016.43,48392.57
2020-10-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",35434.48,10453.14,45887.62
2020-10-01,60,Actividades de programación y emisión de radio y telev.,24108.86,1014,25122.86
2020-10-01,61,Telecomunicaciones,71136.1,5546.62,76682.72
2020-10-01,62,"Programación, consultoría y otras activ. ,  Informáticas",310798.24,34406.1,345204.33999999997
2020-10-01,63,Servicios de información,27437.48,7688.76,35126.24
2020-10-01,64,"Servicios financieros, excepto seguros y fondos pens.",201731.67,5028.52,206760.19
2020-10-01,65,"Seguros, reaseguros y fondos de pensiones",57336.62,3253.29,60589.91
2020-10-01,66,Actividades auxiliares a los servicios financieros y segur.,59957.1,51153.67,111110.76999999999
2020-10-01,68,Actividades inmobiliarias,94871.14,48643.19,143514.33000000002
2020-10-01,69,Actividades jurídicas y de contabilidad,222180.29,84066,306246.29000000004
2020-10-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,92590.52,28909.62,121500.14
2020-10-01,71,Servicios técnicos de arquitectura e ingeniería,193678.33,61709.81,255388.13999999998
2020-10-01,72,Investigación y desarrollo,79736.29,13094.1,92830.39
2020-10-01,73,Publicidad y estudios de mercado,79050.14,31859.14,110909.28
2020-10-01,74,"Otras actividades profesionales, científicas y técnicas",73021.19,61963.57,134984.76
2020-10-01,75,Actividades veterinarias,16704.71,10739.52,27444.23
2020-10-01,77,Actividades de alquiler,65076.76,22362,87438.76000000001
2020-10-01,78,Actividades relacionadas con el empleo,204903.05,2107.14,207010.19
2020-10-01,79,"Actividades de agencias de viajes, operadores turis.",40457.24,16469.71,56926.95
2020-10-01,80,Actividades de seguridad e investigación,134643.48,2314.38,136957.86000000002
2020-10-01,81,Servicios a edificios y actividades de jardinería,580769.1,50608.86,631377.96
2020-10-01,82,Actividades administrativas de oficina y activ. Aux. empresas,292279.57,37778.19,330057.76
2020-10-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1135289.24,1158.43,1136447.67
2020-10-01,85,Educación,965203.05,92221.14,1057424.19
2020-10-01,86,Actividades sanitarias,1073780.43,111149.71,1184930.14
2020-10-01,87,Asistencia en establecimientos residenciales,282699.19,2353.29,285052.48
2020-10-01,88,Actividades de servicios sociales sin alojamiento,319984.43,5082.9,325067.33
2020-10-01,90,"Actividades de creación, artísticas y espectáculos",24067.48,32722.1,56789.58
2020-10-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14623.05,1462.71,16085.759999999998
2020-10-01,92,Actividades de juegos de azar y apuestas,30217.24,6103.67,36320.91
2020-10-01,93,"Actividades deportivas, recreativas y de entretenimiento",162370.76,30248.24,192619
2020-10-01,94,Actividades asociativas,123317.14,12619.19,135936.33
2020-10-01,95,"Reparación de ordenadores, efectos personales y uso dom.",25416.1,38474.57,63890.67
2020-10-01,96,Otros servicios personales,160483.86,159117.19,319601.05
2020-10-01,97,Actividades de los hogares como empleado,41497.38,351.24,41848.619999999995
2020-10-01,98,Actividades de los hogares como productores de bienes,0,0,0
2020-10-01,99,Actividades de organizaciones y organ. Extraterritoriales,3478.05,239.71,3717.76
2020-11-01,01,"Agricultura, ganadería, caza y servicios",50248.62,259096.86,309345.48
2020-11-01,02,Silvicultura y explotación forestal,22197.71,5413.86,27611.57
2020-11-01,03,Pesca y acuicultura,1663.48,1184.76,2848.24
2020-11-01,05,"Extracción de antracita, hulla y lignito",48.86,89.67,138.53
2020-11-01,06,Extracción de crudo de petróleo y gas natural,157.43,8.14,165.57
2020-11-01,07,Extracción de minerales metálicos,3227,43.05,3270.05
2020-11-01,08,Otras industrias extractivas,14129.71,1421.62,15551.329999999998
2020-11-01,09,Actividades de apoyo a las industrias extractivas,1105.86,115.86,1221.7199999999998
2020-11-01,10,Industria de la alimentación,362966,30091.05,393057.05
2020-11-01,11,Fabricación de bebidas,43831.43,3236.43,47067.86
2020-11-01,12,Industria del tabaco,1484.86,31.86,1516.7199999999998
2020-11-01,13,Industria textil,40425.38,6060.29,46485.67
2020-11-01,14,Confección de prendas de vestir,32711.9,12287.86,44999.76
2020-11-01,15,Industria del cuero y del calzado,30948.57,4677.29,35625.86
2020-11-01,16,"Industria de la madera y del corcho, excepto muebles",47202.76,13657.1,60859.86
2020-11-01,17,Industria del papel,41460.62,1372.9,42833.520000000004
2020-11-01,18,Artes gráficas y reproducción de soportes grabados,54040.24,16144.05,70184.29
2020-11-01,19,Coquerías y refino de petróleo,8230.14,24,8254.14
2020-11-01,20,Industria química,96412.43,3060.52,99472.95
2020-11-01,21,Fabricación de productos farmacéuticos,54360.57,153.14,54513.71
2020-11-01,22,Fabricación de productos de caucho y plásticos,87972.62,4840.81,92813.43
2020-11-01,23,Fabricación de otros productos minerales,89005.33,8644.33,97649.66
2020-11-01,24,"Metalurgia; fabricación de productos de hierro, acero",68763.86,6255.57,75019.43
2020-11-01,25,"Fabricación de productos metálicos, excepto maquina.",219385.24,36535.81,255921.05
2020-11-01,26,"Fabricación de productos informáticos, electró. ópticos",27141.71,2295.62,29437.329999999998
2020-11-01,27,Fabricación de material y equipo eléctrico,43884.9,2752.05,46636.950000000004
2020-11-01,28,Fabricación de maquinaria y equipo n.c.o.p.,111727.43,12168.48,123895.90999999999
2020-11-01,29,"Fabricación de vehículos de motor, remolques",158318.76,2570.71,160889.47
2020-11-01,30,Fabricación de otro material de transporte,53933.86,1417.29,55351.15
2020-11-01,31,Fabricación de muebles,51158.1,13120.43,64278.53
2020-11-01,32,Otras industrias manufactureras,28760.9,8649,37409.9
2020-11-01,33,Reparación e instalación de maquinaria y equipo,78428.71,20924.86,99353.57
2020-11-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",34320.81,1688.24,36009.049999999996
2020-11-01,36,"Captación, depuración y distribución de agua",43240.67,380.71,43621.38
2020-11-01,37,Recogida y tratamiento de aguas residuales,5344.1,325.24,5669.34
2020-11-01,38,"Recogida, tratamiento y eliminación de residuos",94955.48,1530.05,96485.53
2020-11-01,39,Actividades de descontaminación y otros,1937.57,192.33,2129.9
2020-11-01,41,Construcción de edificios,343753.33,123579.9,467333.23
2020-11-01,42,Ingeniería civil,47134.1,7260.67,54394.77
2020-11-01,43,Actividades de construcción especializada,486313.81,260561.43,746875.24
2020-11-01,45,Venta y reparación de vehículos de motor,243804.29,89192.67,332996.96
2020-11-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",811572,176511.9,988083.9
2020-11-01,47,"Comercio al por menor, excepto de vehículos motor",1341405.14,502212,1843617.14
2020-11-01,49,Transporte terrestre y por tubería,409268.43,186422.76,595691.19
2020-11-01,50,Transporte marítimo y por vías navegable,734.14,336.62,1070.76
2020-11-01,51,Transporte aéreo,35516.62,338.95,35855.57
2020-11-01,52,Almacenamiento y actividades anexas al transporte,195069.71,8232.52,203302.22999999998
2020-11-01,53,Actividades postales y de correos,77421.24,16295.71,93716.95000000001
2020-11-01,55,Servicios de alojamiento,198999.1,20243.67,219242.77000000002
2020-11-01,56,Servicios de comidas y bebidas,836643.24,297618.81,1134262.05
2020-11-01,58,Edición,40373.29,8014.9,48388.19
2020-11-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",35137.86,10610.1,45747.96
2020-11-01,60,Actividades de programación y emisión de radio y telev.,23836.14,1020.19,24856.329999999998
2020-11-01,61,Telecomunicaciones,71819.67,5576.57,77396.23999999999
2020-11-01,62,"Programación, consultoría y otras activ. ,  Informáticas",313695.29,34773.62,348468.91
2020-11-01,63,Servicios de información,28147.38,7697.24,35844.62
2020-11-01,64,"Servicios financieros, excepto seguros y fondos pens.",201716.24,5067.24,206783.47999999998
2020-11-01,65,"Seguros, reaseguros y fondos de pensiones",56561.14,3259.81,59820.95
2020-11-01,66,Actividades auxiliares a los servicios financieros y segur.,60070.86,51278.14,111349
2020-11-01,68,Actividades inmobiliarias,94272.52,48809.05,143081.57
2020-11-01,69,Actividades jurídicas y de contabilidad,223419.24,84252.43,307671.67
2020-11-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,93514.76,29151.95,122666.70999999999
2020-11-01,71,Servicios técnicos de arquitectura e ingeniería,194619.14,61960.1,256579.24000000002
2020-11-01,72,Investigación y desarrollo,80591.76,13240.1,93831.86
2020-11-01,73,Publicidad y estudios de mercado,79750.19,32262.95,112013.14
2020-11-01,74,"Otras actividades profesionales, científicas y técnicas",73386.24,62267.1,135653.34
2020-11-01,75,Actividades veterinarias,16817.62,10753.33,27570.949999999997
2020-11-01,77,Actividades de alquiler,63705.52,22095.71,85801.23
2020-11-01,78,Actividades relacionadas con el empleo,217759.33,2099.05,219858.37999999998
2020-11-01,79,"Actividades de agencias de viajes, operadores turis.",39758.9,16374.81,56133.71
2020-11-01,80,Actividades de seguridad e investigación,134680.33,2305.24,136985.56999999998
2020-11-01,81,Servicios a edificios y actividades de jardinería,579055.38,50782.05,629837.43
2020-11-01,82,Actividades administrativas de oficina y activ. Aux. empresas,296153.86,38062.95,334216.81
2020-11-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1148242.43,1173,1149415.43
2020-11-01,85,Educación,996785.24,93185.33,1089970.57
2020-11-01,86,Actividades sanitarias,1080032.62,111814.24,1191846.86
2020-11-01,87,Asistencia en establecimientos residenciales,281910.62,2357.81,284268.43
2020-11-01,88,Actividades de servicios sociales sin alojamiento,321976.57,5078.48,327055.05
2020-11-01,90,"Actividades de creación, artísticas y espectáculos",23927.9,32786.33,56714.23
2020-11-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14549.24,1475.81,16025.05
2020-11-01,92,Actividades de juegos de azar y apuestas,29872.1,6107.1,35979.2
2020-11-01,93,"Actividades deportivas, recreativas y de entretenimiento",162339.86,30153.24,192493.09999999998
2020-11-01,94,Actividades asociativas,124016.1,12587.76,136603.86000000002
2020-11-01,95,"Reparación de ordenadores, efectos personales y uso dom.",25425.05,38252.76,63677.81
2020-11-01,96,Otros servicios personales,156883.95,159332.24,316216.19
2020-11-01,97,Actividades de los hogares como empleado,41166.33,346.38,41512.71
2020-11-01,98,Actividades de los hogares como productores de bienes,0,0,0
2020-11-01,99,Actividades de organizaciones y organ. Extraterritoriales,3483.29,238.67,3721.96
2020-12-01,01,"Agricultura, ganadería, caza y servicios",50518.11,259160.26,309678.37
2020-12-01,02,Silvicultura y explotación forestal,21026,5336.47,26362.47
2020-12-01,03,Pesca y acuicultura,1679.37,1189,2868.37
2020-12-01,05,"Extracción de antracita, hulla y lignito",48.05,90.05,138.1
2020-12-01,06,Extracción de crudo de petróleo y gas natural,155,8,163
2020-12-01,07,Extracción de minerales metálicos,3227.42,44.05,3271.4700000000003
2020-12-01,08,Otras industrias extractivas,13942.26,1421.84,15364.1
2020-12-01,09,Actividades de apoyo a las industrias extractivas,1103.84,119.05,1222.8899999999999
2020-12-01,10,Industria de la alimentación,361708.68,30039.63,391748.31
2020-12-01,11,Fabricación de bebidas,43039.47,3230.68,46270.15
2020-12-01,12,Industria del tabaco,1576.11,33.32,1609.4299999999998
2020-12-01,13,Industria textil,40094.84,6055.16,46150
2020-12-01,14,Confección de prendas de vestir,31977.79,12302.74,44280.53
2020-12-01,15,Industria del cuero y del calzado,31501.05,4662.11,36163.159999999996
2020-12-01,16,"Industria de la madera y del corcho, excepto muebles",46949.68,13575.37,60525.05
2020-12-01,17,Industria del papel,41443.53,1360.05,42803.58
2020-12-01,18,Artes gráficas y reproducción de soportes grabados,53997.74,16190.84,70188.58
2020-12-01,19,Coquerías y refino de petróleo,8199.11,24,8223.11
2020-12-01,20,Industria química,96229.74,3057.32,99287.06000000001
2020-12-01,21,Fabricación de productos farmacéuticos,54289.63,154.84,54444.469999999994
2020-12-01,22,Fabricación de productos de caucho y plásticos,87615.68,4836.89,92452.56999999999
2020-12-01,23,Fabricación de otros productos minerales,88573.11,8642.32,97215.43
2020-12-01,24,"Metalurgia; fabricación de productos de hierro, acero",68468.68,6217.58,74686.26
2020-12-01,25,"Fabricación de productos metálicos, excepto maquina.",217708.05,36543.16,254251.21
2020-12-01,26,"Fabricación de productos informáticos, electró. ópticos",27227.68,2291.32,29519
2020-12-01,27,Fabricación de material y equipo eléctrico,43890.37,2751.26,46641.630000000005
2020-12-01,28,Fabricación de maquinaria y equipo n.c.o.p.,111273.95,12133.21,123407.16
2020-12-01,29,"Fabricación de vehículos de motor, remolques",156756.37,2566.47,159322.84
2020-12-01,30,Fabricación de otro material de transporte,53117.53,1418.53,54536.06
2020-12-01,31,Fabricación de muebles,50897.21,13091.58,63988.79
2020-12-01,32,Otras industrias manufactureras,28599.53,8660.05,37259.58
2020-12-01,33,Reparación e instalación de maquinaria y equipo,78061.53,20907.89,98969.42
2020-12-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",34170.63,1690.79,35861.42
2020-12-01,36,"Captación, depuración y distribución de agua",43055.89,379.89,43435.78
2020-12-01,37,Recogida y tratamiento de aguas residuales,5348.16,325,5673.16
2020-12-01,38,"Recogida, tratamiento y eliminación de residuos",95670,1533.89,97203.89
2020-12-01,39,Actividades de descontaminación y otros,1959.68,193.21,2152.89
2020-12-01,41,Construcción de edificios,333939.84,123299.26,457239.10000000003
2020-12-01,42,Ingeniería civil,46258.74,7224.32,53483.06
2020-12-01,43,Actividades de construcción especializada,477450.32,260230,737680.3200000001
2020-12-01,45,Venta y reparación de vehículos de motor,241816.84,89163.26,330980.1
2020-12-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",813521.79,176874.32,990396.1100000001
2020-12-01,47,"Comercio al por menor, excepto de vehículos motor",1352930.68,503068.32,1855999
2020-12-01,49,Transporte terrestre y por tubería,409686.11,186680.89,596367
2020-12-01,50,Transporte marítimo y por vías navegable,738.47,331.63,1070.1
2020-12-01,51,Transporte aéreo,34370.84,338.26,34709.1
2020-12-01,52,Almacenamiento y actividades anexas al transporte,195426.68,8288.42,203715.1
2020-12-01,53,Actividades postales y de correos,83462.26,16704.84,100167.09999999999
2020-12-01,55,Servicios de alojamiento,193664.21,20120.11,213784.32
2020-12-01,56,Servicios de comidas y bebidas,822777.16,296929.63,1119706.79
2020-12-01,58,Edición,40332.95,8044.84,48377.78999999999
2020-12-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",34473,10746.74,45219.74
2020-12-01,60,Actividades de programación y emisión de radio y telev.,23879.21,1021.37,24900.579999999998
2020-12-01,61,Telecomunicaciones,72022,5591.63,77613.63
2020-12-01,62,"Programación, consultoría y otras activ. ,  Informáticas",315470.37,35139.11,350609.48
