cnae2009_seccion_1digito_cod,cnae2009_seccion_1digito_nombre,cnae2009_division_2digitos_cod,cnae2009_division_2digitos_nombre,cnae2009_grupo_3digitos_cod,cnae2009_grupo_3digitos_nombre,cnae2009_clase_4digitos_cod,cnae2009_clase_4digitos_nombre,cnae2009_clase_4digitos_codint
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.,2399,Fabricación de otros productos minerales no metálicos n.c.o.p.,C2399
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",241,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",2410,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",C2410
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",242,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",2420,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",C2420
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",243,Fabricación de otros productos de primera transformación del acero,2431,Estirado en frío,C2431
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",243,Fabricación de otros productos de primera transformación del acero,2432,Laminación en frío,C2432
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",243,Fabricación de otros productos de primera transformación del acero,2433,Producción de perfiles en frío por conformación con plegado,C2433
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",243,Fabricación de otros productos de primera transformación del acero,2434,Trefilado en frío,C2434
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",244,Producción de metales preciosos y de otros metales no férreos,2441,Producción de metales preciosos,C2441
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",244,Producción de metales preciosos y de otros metales no férreos,2442,Producción de aluminio,C2442
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",244,Producción de metales preciosos y de otros metales no férreos,2443,"Producción de plomo, zinc y estaño",C2443
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",244,Producción de metales preciosos y de otros metales no férreos,2444,Producción de cobre,C2444
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",244,Producción de metales preciosos y de otros metales no férreos,2445,Producción de otros metales no férreos,C2445
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",244,Producción de metales preciosos y de otros metales no férreos,2446,Procesamiento de combustibles nucleares,C2446
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",245,Fundición de metales,2451,Fundición de hierro,C2451
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",245,Fundición de metales,2452,Fundición de acero,C2452
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",245,Fundición de metales,2453,Fundición de metales ligeros,C2453
C,Industria manufacturera,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",245,Fundición de metales,2454,Fundición de otros metales no férreos,C2454
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",251,Fabricación de elementos metálicos para la construcción,2511,Fabricación de estructuras metálicas y sus componentes,C2511
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",251,Fabricación de elementos metálicos para la construcción,2512,Fabricación de carpintería metálica,C2512
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",252,"Fabricación de cisternas, grandes depósitos y contenedores de metal",2521,Fabricación de radiadores y calderas para calefacción central,C2521
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",252,"Fabricación de cisternas, grandes depósitos y contenedores de metal",2529,"Fabricación de otras cisternas, grandes depósitos y contenedores de metal",C2529
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",253,"Fabricación de generadores de vapor, excepto calderas de calefacción central",2530,"Fabricación de generadores de vapor, excepto calderas de calefacción central",C2530
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",254,Fabricación de armas y municiones,2540,Fabricación de armas y municiones,C2540
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",255,"Forja, estampación y embutición de metales; metalurgia de polvos",2550,"Forja, estampación y embutición de metales; metalurgia de polvos",C2550
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",256,Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros,2561,Tratamiento y revestimiento de metales,C2561
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",256,Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros,2562,Ingeniería mecánica por cuenta de terceros,C2562
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",257,"Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería",2571,Fabricación de artículos de cuchillería y cubertería,C2571
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",257,"Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería",2572,Fabricación de cerraduras y herrajes,C2572
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",257,"Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería",2573,Fabricación de herramientas,C2573
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",259,Fabricación de otros productos metálicos,2591,Fabricación de bidones y toneles de hierro o acero,C2591
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",259,Fabricación de otros productos metálicos,2592,Fabricación de envases y embalajes metálicos ligeros,C2592
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",259,Fabricación de otros productos metálicos,2593,"Fabricación de productos de alambre, cadenas y muelles",C2593
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",259,Fabricación de otros productos metálicos,2594,Fabricación de pernos y productos de tornillería,C2594
C,Industria manufacturera,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",259,Fabricación de otros productos metálicos,2599,Fabricación de otros productos metálicos n.c.o.p.,C2599
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",261,Fabricación de componentes electrónicos y circuitos impresos ensamblados,2611,Fabricación de componentes electrónicos,C2611
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",261,Fabricación de componentes electrónicos y circuitos impresos ensamblados,2612,Fabricación de circuitos impresos ensamblados,C2612
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",262,Fabricación de ordenadores y equipos periféricos,2620,Fabricación de ordenadores y equipos periféricos,C2620
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",263,Fabricación de equipos de telecomunicaciones,2630,Fabricación de equipos de telecomunicaciones,C2630
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",264,Fabricación de productos electrónicos de consumo,2640,Fabricación de productos electrónicos de consumo,C2640
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",265,"Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes",2651,"Fabricación de instrumentos y aparatos de medida, verificación y navegación",C2651
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",265,"Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes",2652,Fabricación de relojes,C2652
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",266,"Fabricación de equipos de radiación, electromédicos y electroterapéuticos",2660,"Fabricación de equipos de radiación, electromédicos y electroterapéuticos",C2660
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",267,Fabricación de instrumentos de óptica y equipo fotográfico,2670,Fabricación de instrumentos de óptica y equipo fotográfico,C2670
C,Industria manufacturera,26,"Fabricación de productos informáticos, electrónicos y ópticos",268,Fabricación de soportes magnéticos y ópticos,2680,Fabricación de soportes magnéticos y ópticos,C2680
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,271,"Fabricación de motores, generadores y transformadores eléctricos, y de aparatos de distribución y control eléctrico",2711,"Fabricación de motores, generadores y transformadores eléctricos",C2711
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,271,"Fabricación de motores, generadores y transformadores eléctricos, y de aparatos de distribución y control eléctrico",2712,Fabricación de aparatos de distribución y control eléctrico,C2712
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,272,Fabricación de pilas y acumuladores eléctricos,2720,Fabricación de pilas y acumuladores eléctricos,C2720
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,273,Fabricación de cables y dispositivos de cableado,2731,Fabricación de cables de fibra óptica,C2731
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,273,Fabricación de cables y dispositivos de cableado,2732,Fabricación de otros hilos y cables electrónicos y eléctricos,C2732
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,273,Fabricación de cables y dispositivos de cableado,2733,Fabricación de dispositivos de cableado,C2733
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,274,Fabricación de lámparas y aparatos eléctricos de iluminación,2740,Fabricación de lámparas y aparatos eléctricos de iluminación,C2740
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,275,Fabricación de aparatos domésticos,2751,Fabricación de electrodomésticos,C2751
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,275,Fabricación de aparatos domésticos,2752,Fabricación de aparatos domésticos no eléctricos,C2752
C,Industria manufacturera,27,Fabricación de material y equipo eléctrico,279,Fabricación de otro material y equipo eléctrico,2790,Fabricación de otro material y equipo eléctrico,C2790
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,281,Fabricación de maquinaria de uso general,2811,"Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores",C2811
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,281,Fabricación de maquinaria de uso general,2812,Fabricación de equipos de transmisión hidráulica y neumática,C2812
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,281,Fabricación de maquinaria de uso general,2813,Fabricación de otras bombas y compresores,C2813
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,281,Fabricación de maquinaria de uso general,2814,Fabricación de otra grifería y válvulas,C2814
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,281,Fabricación de maquinaria de uso general,2815,"Fabricación de cojinetes, engranajes y órganos mecánicos de transmisión",C2815
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,282,Fabricación de otra maquinaria de uso general,2821,Fabricación de hornos y quemadores,C2821
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,282,Fabricación de otra maquinaria de uso general,2822,Fabricación de maquinaria de elevación y manipulación,C2822
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,282,Fabricación de otra maquinaria de uso general,2823,"Fabricación de máquinas y equipos de oficina, excepto equipos informáticos",C2823
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,282,Fabricación de otra maquinaria de uso general,2824,Fabricación de herramientas eléctricas manuales,C2824
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,282,Fabricación de otra maquinaria de uso general,2825,Fabricación de maquinaria de ventilación y refrigeración no doméstica,C2825
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,282,Fabricación de otra maquinaria de uso general,2829,Fabricación de otra maquinaria de uso general n.c.o.p.,C2829
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,283,Fabricación de maquinaria agraria y forestal,2830,Fabricación de maquinaria agraria y forestal,C2830
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,284,Fabricación de máquinas herramienta para trabajar el metal y otras máquinas herramienta,2841,Fabricación de máquinas herramienta para trabajar el metal,C2841
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,284,Fabricación de máquinas herramienta para trabajar el metal y otras máquinas herramienta,2849,Fabricación de otras máquinas herramienta,C2849
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,289,Fabricación de otra maquinaria para usos específicos,2891,Fabricación de maquinaria para la industria metalúrgica,C2891
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,289,Fabricación de otra maquinaria para usos específicos,2892,Fabricación de maquinaria para las industrias extractivas y de la construcción,C2892
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,289,Fabricación de otra maquinaria para usos específicos,2893,"Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco",C2893
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,289,Fabricación de otra maquinaria para usos específicos,2894,"Fabricación de maquinaria para las industrias textil, de la confección y del cuero",C2894
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,289,Fabricación de otra maquinaria para usos específicos,2895,Fabricación de maquinaria para la industria del papel y del cartón,C2895
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,289,Fabricación de otra maquinaria para usos específicos,2896,Fabricación de maquinaria para la industria del plástico y el caucho,C2896
C,Industria manufacturera,28,Fabricación de maquinaria y equipo n.c.o.p.,289,Fabricación de otra maquinaria para usos específicos,2899,Fabricación de otra maquinaria para usos específicos n.c.o.p.,C2899
C,Industria manufacturera,29,"Fabricación de vehículos de motor, remolques y semirremolques",291,Fabricación de vehículos de motor,2910,Fabricación de vehículos de motor,C2910
C,Industria manufacturera,29,"Fabricación de vehículos de motor, remolques y semirremolques",292,Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques,2920,Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques,C2920
C,Industria manufacturera,29,"Fabricación de vehículos de motor, remolques y semirremolques",293,"Fabricación de componentes, piezas y accesorios para vehículos de motor",2931,Fabricación de equipos eléctricos y electrónicos para vehículos de motor,C2931
C,Industria manufacturera,29,"Fabricación de vehículos de motor, remolques y semirremolques",293,"Fabricación de componentes, piezas y accesorios para vehículos de motor",2932,"Fabricación de otros componentes, piezas y accesorios para vehículos de motor",C2932
C,Industria manufacturera,30,Fabricación de otro material de transporte,301,Construcción naval,3011,Construcción de barcos y estructuras flotantes,C3011
C,Industria manufacturera,30,Fabricación de otro material de transporte,301,Construcción naval,3012,Construcción de embarcaciones de recreo y deporte,C3012
C,Industria manufacturera,30,Fabricación de otro material de transporte,302,Fabricación de locomotoras y material ferroviario,3020,Fabricación de locomotoras y material ferroviario,C3020
C,Industria manufacturera,30,Fabricación de otro material de transporte,303,Construcción aeronáutica y espacial y su maquinaria,3030,Construcción aeronáutica y espacial y su maquinaria,C3030
C,Industria manufacturera,30,Fabricación de otro material de transporte,304,Fabricación de vehículos militares de combate,3040,Fabricación de vehículos militares de combate,C3040
C,Industria manufacturera,30,Fabricación de otro material de transporte,309,Fabricación de otro material de transporte n.c.o.p.,3091,Fabricación de motocicletas,C3091
C,Industria manufacturera,30,Fabricación de otro material de transporte,309,Fabricación de otro material de transporte n.c.o.p.,3092,Fabricación de bicicletas y de vehículos para personas con discapacidad,C3092
C,Industria manufacturera,30,Fabricación de otro material de transporte,309,Fabricación de otro material de transporte n.c.o.p.,3099,Fabricación de otro material de transporte n.c.o.p.,C3099
C,Industria manufacturera,31,Fabricación de muebles,310,Fabricación de muebles,3101,Fabricación de muebles de oficina y de establecimientos comerciales,C3101
C,Industria manufacturera,31,Fabricación de muebles,310,Fabricación de muebles,3102,Fabricación de muebles de cocina,C3102
C,Industria manufacturera,31,Fabricación de muebles,310,Fabricación de muebles,3103,Fabricación de colchones,C3103
C,Industria manufacturera,31,Fabricación de muebles,310,Fabricación de muebles,3109,Fabricación de otros muebles,C3109
C,Industria manufacturera,32,Otras industrias manufactureras,321,"Fabricación de artículos de joyería, bisutería y similares",3211,Fabricación de monedas,C3211
C,Industria manufacturera,32,Otras industrias manufactureras,321,"Fabricación de artículos de joyería, bisutería y similares",3212,Fabricación de artículos de joyería y artículos similares,C3212
C,Industria manufacturera,32,Otras industrias manufactureras,321,"Fabricación de artículos de joyería, bisutería y similares",3213,Fabricación de artículos de bisutería y artículos similares,C3213
C,Industria manufacturera,32,Otras industrias manufactureras,322,Fabricación de instrumentos musicales,3220,Fabricación de instrumentos musicales,C3220
C,Industria manufacturera,32,Otras industrias manufactureras,323,Fabricación de artículos de deporte,3230,Fabricación de artículos de deporte,C3230
C,Industria manufacturera,32,Otras industrias manufactureras,324,Fabricación de juegos y juguetes,3240,Fabricación de juegos y juguetes,C3240
C,Industria manufacturera,32,Otras industrias manufactureras,325,Fabricación de instrumentos y suministros médicos y odontológicos,3250,Fabricación de instrumentos y suministros médicos y odontológicos,C3250
C,Industria manufacturera,32,Otras industrias manufactureras,329,Industrias manufactureras n.c.o.p.,3291,"Fabricación de escobas, brochas y cepillos",C3291
C,Industria manufacturera,32,Otras industrias manufactureras,329,Industrias manufactureras n.c.o.p.,3299,Otras industrias manufactureras n.c.o.p.,C3299
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3311,Reparación de productos metálicos,C3311
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3312,Reparación de maquinaria,C3312
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3313,Reparación de equipos electrónicos y ópticos,C3313
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3314,Reparación de equipos eléctricos,C3314
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3315,Reparación y mantenimiento naval,C3315
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3316,Reparación y mantenimiento aeronáutico y espacial,C3316
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3317,Reparación y mantenimiento de otro material de transporte,C3317
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos metálicos, maquinaria y equipo",3319,Reparación de otros equipos,C3319
C,Industria manufacturera,33,Reparación e instalación de maquinaria y equipo,332,Instalación de máquinas y equipos industriales,3320,Instalación de máquinas y equipos industriales,C3320
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3512,Transporte de energía eléctrica,D3512
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3513,Distribución de energía eléctrica,D3513
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3514,Comercio de energía eléctrica,D3514
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3515,Producción de energía hidroeléctrica,D3515
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3516,Producción de energía eléctrica de origen térmico convencional,D3516
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3517,Producción de energía eléctrica de origen nuclear,D3517
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3518,Producción de energía eléctrica de origen eólico,D3518
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",351,"Producción, transporte y distribución de energía eléctrica",3519,Producción de energía eléctrica de otros tipos,D3519
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",352,Producción de gas; distribución por tubería de combustibles gaseosos,3521,Producción de gas,D3521
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",352,Producción de gas; distribución por tubería de combustibles gaseosos,3522,Distribución por tubería de combustibles gaseosos,D3522
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",352,Producción de gas; distribución por tubería de combustibles gaseosos,3523,Comercio de gas por tubería,D3523
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",353,Suministro de vapor y aire acondicionado,3530,Suministro de vapor y aire acondicionado,D3530
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",36,"Captación, depuración y distribución de agua",360,"Captación, depuración y distribución de agua",3600,"Captación, depuración y distribución de agua",E3600
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",37,Recogida y tratamiento de aguas residuales,370,Recogida y tratamiento de aguas residuales,3700,Recogida y tratamiento de aguas residuales,E3700
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",38,"Recogida, tratamiento y eliminación de residuos; valorización",381,Recogida de residuos,3811,Recogida de residuos no peligrosos,E3811
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",38,"Recogida, tratamiento y eliminación de residuos; valorización",381,Recogida de residuos,3812,Recogida de residuos peligrosos,E3812
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",38,"Recogida, tratamiento y eliminación de residuos; valorización",382,Tratamiento y eliminación de residuos,3821,Tratamiento y eliminación de residuos no peligrosos,E3821
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",38,"Recogida, tratamiento y eliminación de residuos; valorización",382,Tratamiento y eliminación de residuos,3822,Tratamiento y eliminación de residuos peligrosos,E3822
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",38,"Recogida, tratamiento y eliminación de residuos; valorización",383,Valorización,3831,Separación y clasificación de materiales,E3831
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",38,"Recogida, tratamiento y eliminación de residuos; valorización",383,Valorización,3832,Valorización de materiales ya clasificados,E3832
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",39,Actividades de descontaminación y otros servicios de gestión de residuos,390,Actividades de descontaminación y otros servicios de gestión de residuos,3900,Actividades de descontaminación y otros servicios de gestión de residuos,E3900
F,Construcción,41,Construcción de edificios,411,Promoción inmobiliaria,4110,Promoción inmobiliaria,F4110
F,Construcción,41,Construcción de edificios,412,Construcción de edificios,4121,Construcción de edificios residenciales,F4121
F,Construcción,41,Construcción de edificios,412,Construcción de edificios,4122,Construcción de edificios no residenciales,F4122
F,Construcción,42,Ingeniería civil,421,"Construcción de carreteras y vías férreas, puentes y túneles",4211,Construcción de carreteras y autopistas,F4211
F,Construcción,42,Ingeniería civil,421,"Construcción de carreteras y vías férreas, puentes y túneles",4212,Construcción de vías férreas de superficie y subterráneas,F4212
F,Construcción,42,Ingeniería civil,421,"Construcción de carreteras y vías férreas, puentes y túneles",4213,Construcción de puentes y túneles,F4213
F,Construcción,42,Ingeniería civil,422,Construcción de redes,4221,Construcción de redes para fluidos,F4221
F,Construcción,42,Ingeniería civil,422,Construcción de redes,4222,Construcción de redes eléctricas y de telecomunicaciones,F4222
F,Construcción,42,Ingeniería civil,429,Construcción de otros proyectos de ingeniería civil,4291,Obras hidráulicas,F4291
F,Construcción,42,Ingeniería civil,429,Construcción de otros proyectos de ingeniería civil,4299,Construcción de otros proyectos de ingeniería civil n.c.o.p.,F4299
F,Construcción,43,Actividades de construcción especializada,431,Demolición y preparación de terrenos,4311,Demolición,F4311
F,Construcción,43,Actividades de construcción especializada,431,Demolición y preparación de terrenos,4312,Preparación de terrenos,F4312
F,Construcción,43,Actividades de construcción especializada,431,Demolición y preparación de terrenos,4313,Perforaciones y sondeos,F4313
F,Construcción,43,Actividades de construcción especializada,432,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",4321,Instalaciones eléctricas,F4321
F,Construcción,43,Actividades de construcción especializada,432,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",4322,"Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",F4322
F,Construcción,43,Actividades de construcción especializada,432,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",4329,Otras instalaciones en obras de construcción,F4329
F,Construcción,43,Actividades de construcción especializada,433,Acabado de edificios,4331,Revocamiento,F4331
F,Construcción,43,Actividades de construcción especializada,433,Acabado de edificios,4332,Instalación de carpintería,F4332
F,Construcción,43,Actividades de construcción especializada,433,Acabado de edificios,4333,Revestimiento de suelos y paredes,F4333
F,Construcción,43,Actividades de construcción especializada,433,Acabado de edificios,4334,Pintura y acristalamiento,F4334
F,Construcción,43,Actividades de construcción especializada,433,Acabado de edificios,4339,Otro acabado de edificios,F4339
F,Construcción,43,Actividades de construcción especializada,439,Otras actividades de construcción especializada,4391,Construcción de cubiertas,F4391
F,Construcción,43,Actividades de construcción especializada,439,Otras actividades de construcción especializada,4399,Otras actividades de construcción especializada n.c.o.p.,F4399
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,45,Venta y reparación de vehículos de motor y motocicletas,451,Venta de vehículos de motor,4511,Venta de automóviles y vehículos de motor ligeros,G4511
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,45,Venta y reparación de vehículos de motor y motocicletas,451,Venta de vehículos de motor,4519,Venta de otros vehículos de motor,G4519
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,45,Venta y reparación de vehículos de motor y motocicletas,452,Mantenimiento y reparación de vehículos de motor,4520,Mantenimiento y reparación de vehículos de motor,G4520
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,45,Venta y reparación de vehículos de motor y motocicletas,453,Comercio de repuestos y accesorios de vehículos de motor,4531,Comercio al por mayor de repuestos y accesorios de vehículos de motor,G4531
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,45,Venta y reparación de vehículos de motor y motocicletas,453,Comercio de repuestos y accesorios de vehículos de motor,4532,Comercio al por menor de repuestos y accesorios de vehículos de motor,G4532
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,45,Venta y reparación de vehículos de motor y motocicletas,454,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",4540,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",G4540
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",461,Intermediarios del comercio,4611,"Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",G4611
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",461,Intermediarios del comercio,4612,"Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales",G4612
